frp,latitude,longitude,county,local_date,daynight,temp,tmin,tmax,rhum,prcp,wspd,pres,elevation,slope,aspect,fuel_model,fuel_class,years_since_last_burn,log_frp
617.9,40.4252,-120.8185,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1675.0,2.0,-1.0,143.0,Shrub,50.0,2.7909182022431342
117.1,40.418,-120.8455,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1563.0,1.0,-1.0,181.0,Timber Litter,50.0,2.0685569321598494
169.5,40.4128,-120.8217,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1532.0,17.0,165.0,121.0,Grass-Shrub,50.0,2.2291697281611937
28.0,40.4029,-120.8436,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1624.0,7.0,312.0,165.0,Timber-Understory,81.0,1.4471581864473637
112.9,40.415,-120.8223,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1562.0,15.0,219.0,121.0,Grass-Shrub,50.0,2.052693980392148
428.8,40.4134,-120.834,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1618.0,10.0,21.0,161.0,Timber-Understory,50.0,2.6322547868128496
847.0,40.4118,-120.8457,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1586.0,23.0,313.0,165.0,Timber-Understory,50.0,2.9278834154581506
100.1,40.4255,-120.8128,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1668.0,4.0,165.0,161.0,Timber-Understory,50.0,2.0004341208653784
856.2,40.4239,-120.8245,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1700.0,20.0,348.0,161.0,Timber-Understory,50.0,2.9325752285706392
654.9,40.4223,-120.8361,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1498.0,11.0,171.0,183.0,Timber Litter,50.0,2.816174997060264
424.3,40.4207,-120.8478,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1545.0,18.0,68.0,102.0,Grass,50.0,2.627673042002168
13.1,40.4296,-120.85,Lassen,2020-07-19,D,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1631.0,15.0,202.0,161.0,Timber-Understory,50.0,1.1172716271781429
169.4,40.4128,-120.7746,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1540.0,3.0,79.0,182.0,Timber Litter,50.0,2.2289134316319057
532.6,40.4109,-120.8,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1464.0,5.0,200.0,101.0,Grass,50.0,2.726401170257156
430.7,40.409,-120.8262,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1494.0,13.0,35.0,161.0,Timber-Understory,50.0,2.634174881846057
257.3,40.4257,-120.7771,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1620.0,6.0,188.0,165.0,Timber-Understory,50.0,2.410439803089261
181.3,40.4237,-120.8032,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1624.0,5.0,104.0,161.0,Timber-Understory,20.0,2.258397828049975
45.5,40.4218,-120.8286,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1630.0,21.0,247.0,99.0,Nonburnable,50.0,1.6580114921064386
72.0,40.4385,-120.7803,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1752.0,10.0,155.0,122.0,Grass-Shrub,20.0,1.8573325567499424
255.7,40.4365,-120.8068,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1797.0,8.0,156.0,101.0,Grass,50.0,2.407730745010867
77.8,40.4346,-120.8313,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1661.0,4.0,202.0,91.0,Nonburnable,50.0,1.890979652811598
145.2,40.4112,-120.7797,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1587.0,14.0,36.0,161.0,Timber-Understory,50.0,2.1619666462741622
535.6,40.4095,-120.8049,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1453.0,3.0,125.0,162.0,Timber-Understory,50.0,2.7288405764485315
194.8,40.4077,-120.8318,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1565.0,19.0,89.0,188.0,Timber Litter,50.0,2.289588974836974
32.4,40.4259,-120.7558,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1579.0,1.0,-1.0,184.0,Timber Litter,50.0,1.5105451442480982
278.5,40.4241,-120.7822,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1613.0,5.0,208.0,161.0,Timber-Understory,50.0,2.4448252151038044
138.2,40.4223,-120.8083,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1632.0,6.0,111.0,143.0,Shrub,50.0,2.1405080744632494
125.4,40.4369,-120.7856,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1741.0,9.0,146.0,121.0,Grass-Shrub,20.0,2.09829757112743
233.7,40.4351,-120.8116,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1775.0,8.0,156.0,161.0,Timber-Understory,50.0,2.368658730975645
59.5,40.4333,-120.8362,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1641.0,4.0,251.0,165.0,Timber-Understory,50.0,1.7745170387192126
32.6,40.4496,-120.7899,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1902.0,9.0,92.0,161.0,Timber-Understory,50.0,1.5132177332870849
30.1,40.4477,-120.8162,Lassen,2020-07-19,N,26.2,14.0,37.0,26.0,0.2,10.4,1023.7,1965.0,15.0,215.0,184.0,Timber Litter,50.0,1.4785666398777004
61.5,40.4322,-122.7358,Shasta,2020-07-19,N,27.3,16.0,38.0,44.0,1.7,3.9,1024.2,510.0,22.0,164.0,122.0,Grass-Shrub,50.0,1.7888751863924
67.0,40.4304,-122.7558,Shasta,2020-07-19,N,27.3,16.0,38.0,44.0,1.7,3.9,1024.2,528.0,21.0,132.0,121.0,Grass-Shrub,6.0,1.8260748675208935
16.2,40.4434,-122.7393,Shasta,2020-07-19,N,27.3,16.0,38.0,44.0,1.7,3.9,1024.2,689.0,13.0,68.0,165.0,Timber-Understory,50.0,1.2095152826255617
36.2,40.4416,-122.7589,Shasta,2020-07-19,N,27.3,16.0,38.0,44.0,1.7,3.9,1024.2,677.0,15.0,77.0,144.0,Shrub,6.0,1.5587086905040006
78.0,40.441,-122.7441,Shasta,2020-07-19,N,27.3,16.0,38.0,44.0,1.7,3.9,1024.2,651.0,23.0,268.0,161.0,Timber-Understory,50.0,1.8920946583692566
41.2,40.4393,-122.7638,Shasta,2020-07-19,N,27.3,16.0,38.0,44.0,1.7,3.9,1024.2,668.0,18.0,229.0,144.0,Shrub,6.0,1.6148973214444038
111.6,40.444,-120.7712,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1707.0,5.0,110.0,122.0,Grass-Shrub,20.0,2.0476642335168345
128.8,40.4263,-120.7749,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1625.0,3.0,164.0,162.0,Timber-Understory,50.0,2.1099158967423075
116.4,40.4454,-120.7782,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1783.0,8.0,115.0,121.0,Grass-Shrub,20.0,2.0659530176243908
134.4,40.4279,-120.7828,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1638.0,6.0,117.0,165.0,Timber-Understory,50.0,2.128399301031383
109.2,40.4118,-120.8386,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1660.0,20.0,309.0,188.0,Timber Litter,50.0,2.0382226781392734
361.7,40.4102,-120.7862,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1547.0,4.0,214.0,162.0,Timber-Understory,50.0,2.5583485207686554
69.7,40.3926,-120.7879,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1429.0,3.0,146.0,101.0,Grass,50.0,1.8432328404071128
80.4,40.4106,-120.8431,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1606.0,13.0,264.0,165.0,Timber-Understory,50.0,1.9052561027651747
273.8,40.4089,-120.7914,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1495.0,19.0,283.0,182.0,Timber Litter,50.0,2.4374334596597125
119.7,40.4095,-120.8134,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1486.0,23.0,154.0,162.0,Timber-Understory,50.0,2.078094186688321
116.3,40.4005,-120.7776,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1514.0,14.0,142.0,121.0,Grass-Shrub,20.0,2.0655797520710504
91.3,40.4104,-120.8176,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1530.0,16.0,81.0,161.0,Timber-Understory,50.0,1.9604708251021477
143.7,40.4016,-120.7816,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1511.0,2.0,-1.0,182.0,Timber Litter,78.0,2.157456798356527
51.6,40.3872,-120.788,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1439.0,19.0,335.0,183.0,Timber Litter,50.0,1.7126497857928005
64.7,40.414,-120.7735,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1536.0,1.0,-1.0,162.0,Timber-Understory,50.0,1.8109043477930356
68.0,40.4047,-120.7944,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1481.0,18.0,302.0,102.0,Grass,50.0,1.8325089765730673
273.8,40.4029,-120.7757,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1540.0,2.0,-1.0,182.0,Timber Litter,78.0,2.4374334596597125
38.2,40.4137,-120.7796,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1608.0,17.0,97.0,162.0,Timber-Understory,50.0,1.5820634766013488
232.1,40.4026,-120.782,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1515.0,1.0,-1.0,182.0,Timber Litter,78.0,2.365675159167442
107.0,40.4009,-120.7638,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1410.0,3.0,351.0,144.0,Shrub,50.0,2.029383818273477
53.4,40.395,-120.8197,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1682.0,24.0,146.0,121.0,Grass-Shrub,50.0,1.7275413383571034
43.4,40.3933,-120.8022,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1487.0,3.0,67.0,121.0,Grass-Shrub,50.0,1.6374898295803522
30.8,40.3916,-120.7841,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1416.0,19.0,298.0,162.0,Timber-Understory,50.0,1.4885508575051234
194.2,40.3916,-120.7656,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1492.0,9.0,285.0,184.0,Timber Litter,50.0,2.288249247935244
503.6,40.3896,-120.8076,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1491.0,7.0,159.0,122.0,Grass-Shrub,50.0,2.7020857300596233
165.6,40.4074,-120.767,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1500.0,3.0,142.0,91.0,Nonburnable,50.0,2.2190603586743727
482.1,40.4054,-120.8081,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1501.0,19.0,349.0,181.0,Timber Litter,50.0,2.683137140491397
557.4,40.4027,-120.7746,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1536.0,5.0,136.0,161.0,Timber-Understory,20.0,2.7461669721687185
567.3,40.4009,-120.8167,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1516.0,16.0,329.0,188.0,Timber Litter,50.0,2.753812791220166
150.5,41.0835,-120.9069,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1408.0,8.0,4.0,189.0,Timber Litter,50.0,2.1775365287866375
320.7,41.0992,-120.9076,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1491.0,9.0,269.0,121.0,Grass-Shrub,50.0,2.5060989734705195
100.8,41.079,-120.9151,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1402.0,8.0,26.0,122.0,Grass-Shrub,50.0,2.0034605751942745
313.3,41.0947,-120.9157,Lassen,2020-07-20,D,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1340.0,1.0,-1.0,122.0,Grass-Shrub,50.0,2.495960408743642
365.0,41.0696,-120.7935,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1759.0,9.0,84.0,101.0,Grass,50.0,2.5622928763549533
772.4,41.0799,-120.7975,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1695.0,10.0,253.0,121.0,Grass-Shrub,50.0,2.8878422707300198
175.6,41.0768,-120.814,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1724.0,10.0,39.0,101.0,Grass,50.0,2.244524536302115
47.6,41.0736,-120.8308,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1776.0,13.0,263.0,181.0,Timber Litter,50.0,1.6776070439588202
68.4,41.0702,-120.8487,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1621.0,10.0,285.0,101.0,Grass,50.0,1.835056165213457
244.9,41.0762,-120.785,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1631.0,8.0,25.0,162.0,Timber-Understory,50.0,2.3889888028582575
453.1,41.0731,-120.8012,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1723.0,16.0,234.0,121.0,Grass-Shrub,50.0,2.6561940717641446
106.0,41.0866,-120.7887,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1598.0,1.0,-1.0,183.0,Timber Litter,50.0,2.0253059062359458
435.6,41.0834,-120.8053,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1661.0,15.0,270.0,121.0,Grass-Shrub,50.0,2.639087881053767
158.6,41.0801,-120.8218,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1701.0,10.0,335.0,161.0,Timber-Understory,50.0,2.2003032103645905
85.7,41.0768,-120.8391,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1620.0,17.0,307.0,101.0,Grass,50.0,1.9329808725993307
238.3,41.0905,-120.8259,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1623.0,5.0,35.0,121.0,Grass-Shrub,50.0,2.3771240605711506
111.2,41.0871,-120.843,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1638.0,9.0,214.0,101.0,Grass,50.0,2.046104826301296
34.8,41.0975,-120.8468,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1567.0,10.0,201.0,122.0,Grass-Shrub,50.0,1.541579368743828
27.3,41.0941,-120.8645,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1506.0,15.0,54.0,121.0,Grass-Shrub,50.0,1.4361628061229548
14.0,41.0979,-120.9022,Lassen,2020-07-20,N,26.6,14.0,36.0,28.0,0.2,9.6,1023.7,1511.0,13.0,9.0,121.0,Grass-Shrub,50.0,1.1461283458884715
24.0,41.0946,-120.8414,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1603.0,8.0,234.0,122.0,Grass-Shrub,50.0,1.3802114226676025
89.6,41.093,-120.828,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1624.0,7.0,86.0,165.0,Timber-Understory,50.0,1.9523080581324888
69.3,41.0914,-120.8146,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1565.0,3.0,344.0,186.0,Timber Litter,50.0,1.8407332972805586
71.3,41.0898,-120.8009,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1707.0,11.0,194.0,121.0,Grass-Shrub,50.0,1.8530895907627283
34.2,41.0882,-120.7877,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1607.0,4.0,104.0,121.0,Grass-Shrub,50.0,1.5340262330428072
37.6,41.0888,-120.822,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1624.0,4.0,41.0,121.0,Grass-Shrub,50.0,1.5751879604314973
47.4,41.0871,-120.8085,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1595.0,4.0,219.0,165.0,Timber-Understory,50.0,1.6757784332973837
53.8,41.0855,-120.795,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1678.0,7.0,92.0,121.0,Grass-Shrub,50.0,1.7307823563902631
24.5,41.0839,-120.7819,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1597.0,4.0,207.0,122.0,Grass-Shrub,50.0,1.3891662616275502
27.1,41.0793,-120.8235,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1722.0,13.0,39.0,161.0,Timber-Understory,50.0,1.4329694511306426
95.1,41.0776,-120.8102,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1685.0,10.0,75.0,101.0,Grass,50.0,1.9781805626045494
176.4,41.076,-120.7968,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1698.0,7.0,75.0,161.0,Timber-Understory,50.0,2.246498605415669
179.4,41.0744,-120.7836,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1654.0,13.0,118.0,121.0,Grass-Shrub,50.0,2.253822462916238
23.7,41.0731,-120.8528,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1624.0,4.0,344.0,102.0,Grass,50.0,1.3747485292566821
169.8,41.0714,-120.8391,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1595.0,5.0,26.0,165.0,Timber-Understory,50.0,2.229937711484758
124.4,41.0697,-120.8251,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1824.0,9.0,56.0,121.0,Grass-Shrub,50.0,2.0948204152659304
877.6,41.0681,-120.8117,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1812.0,14.0,42.0,183.0,Timber Litter,50.0,2.9432966195153156
1037.3,41.0665,-120.7985,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1734.0,10.0,297.0,161.0,Timber-Understory,50.0,3.0159043820823315
390.2,41.0648,-120.7851,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1782.0,9.0,298.0,165.0,Timber-Understory,50.0,2.5912872761885475
20.4,41.0586,-120.8134,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1891.0,4.0,351.0,183.0,Timber Litter,50.0,1.3096303803152984
19.4,41.057,-120.8002,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1782.0,6.0,35.0,121.0,Grass-Shrub,50.0,1.2878019537933034
25.0,40.4582,-120.797,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,2162.0,12.0,167.0,122.0,Grass-Shrub,50.0,1.3979401823897957
121.4,40.4567,-120.7846,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1983.0,14.0,189.0,182.0,Timber Litter,50.0,2.0842187225130826
208.5,40.4552,-120.7722,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1811.0,14.0,82.0,182.0,Timber Litter,50.0,2.3191060801392474
38.1,40.4489,-120.7995,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,2036.0,13.0,167.0,182.0,Timber Litter,50.0,1.5809250896636573
78.1,40.4474,-120.787,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1872.0,14.0,61.0,101.0,Grass,50.0,1.8926510894847848
103.6,40.4459,-120.7745,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1738.0,8.0,109.0,165.0,Timber-Understory,20.0,2.015359797329529
10.3,40.4442,-120.8065,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1934.0,16.0,174.0,182.0,Timber Litter,50.0,1.0128376463500957
15.9,40.4426,-120.7937,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1887.0,11.0,159.0,161.0,Timber-Understory,50.0,1.2013973974615493
15.2,40.4194,-120.84,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1578.0,17.0,330.0,181.0,Timber Litter,50.0,1.1818438736647323
12.2,40.4178,-120.8269,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1572.0,17.0,216.0,181.0,Timber Litter,50.0,1.0863601866536858
20.1,40.4129,-120.7878,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1553.0,18.0,265.0,102.0,Grass,50.0,1.3031962734873415
44.8,40.4113,-120.7747,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1543.0,4.0,80.0,182.0,Timber Litter,50.0,1.6512781109388657
17.6,40.4084,-120.8289,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1535.0,20.0,17.0,161.0,Timber-Understory,50.0,1.245512914572308
12.8,40.4068,-120.8161,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1452.0,10.0,144.0,101.0,Grass,50.0,1.1072103089402998
76.5,40.3989,-120.8305,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1599.0,16.0,104.0,161.0,Timber-Understory,50.0,1.8836614919241343
54.1,40.3973,-120.8176,Lassen,2020-07-21,N,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1615.0,27.0,6.0,161.0,Timber-Understory,50.0,1.7331973453828065
184.7,41.077,-120.7883,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1660.0,7.0,64.0,162.0,Timber-Understory,50.0,2.266466918953748
256.5,41.0671,-120.7922,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1767.0,11.0,40.0,121.0,Grass-Shrub,50.0,2.4090873863793933
119.3,41.0641,-120.7764,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1717.0,15.0,39.0,101.0,Grass,50.0,2.0766404800739013
37.1,41.0716,-120.8716,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1624.0,9.0,235.0,121.0,Grass-Shrub,50.0,1.5693740266755374
130.4,41.0659,-120.8416,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1720.0,8.0,48.0,121.0,Grass-Shrub,50.0,2.115277624700692
74.1,41.063,-120.8267,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1790.0,19.0,256.0,121.0,Grass-Shrub,50.0,1.869818266588566
162.5,41.0601,-120.8117,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1864.0,9.0,46.0,183.0,Timber Litter,50.0,2.2108533920407067
373.8,41.0571,-120.7958,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1765.0,5.0,42.0,121.0,Grass-Shrub,50.0,2.572639308661178
93.2,41.0541,-120.7802,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1798.0,5.0,267.0,121.0,Grass-Shrub,50.0,1.9694159589520992
35.2,41.0748,-120.8769,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1569.0,6.0,251.0,121.0,Grass-Shrub,50.0,1.5465427868572277
43.1,41.0721,-120.862,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1608.0,6.0,192.0,141.0,Shrub,50.0,1.6344773709251008
79.7,41.0692,-120.8468,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1643.0,10.0,354.0,102.0,Grass,50.0,1.901458375887261
101.0,41.0664,-120.832,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1714.0,17.0,256.0,188.0,Timber Litter,50.0,2.004321416782094
96.8,41.0637,-120.8172,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1889.0,3.0,76.0,183.0,Timber Litter,50.0,1.9858754021735239
267.4,41.0607,-120.8013,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1767.0,11.0,53.0,165.0,Timber-Understory,50.0,2.4271614191673443
256.6,41.0578,-120.7857,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1794.0,3.0,240.0,101.0,Grass,50.0,2.4092566689638697
23.5,41.0536,-120.8202,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1756.0,6.0,229.0,121.0,Grass-Shrub,50.0,1.3710680470778596
72.7,41.0507,-120.805,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1856.0,9.0,62.0,183.0,Timber Litter,50.0,1.8615344705969268
65.6,40.4094,-120.783,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1573.0,10.0,262.0,161.0,Timber-Understory,50.0,1.8169039055790823
171.1,40.3897,-120.8299,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1670.0,10.0,95.0,181.0,Timber Litter,50.0,2.233250034923594
211.4,40.4456,-120.7783,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1783.0,8.0,115.0,121.0,Grass-Shrub,20.0,2.3251050035151386
204.1,40.4436,-120.7906,Lassen,2020-07-21,D,25.5,16.0,37.0,30.0,0.2,9.3,1023.7,1883.0,6.0,141.0,161.0,Timber-Understory,50.0,2.3098430259945846
